id|name|year|rating|runtime|genre|earnings_rank
0330373|Harry Potter and the Goblet of Fire|2005|PG-13|157|VYMT|96
0198781|Monsters, Inc.|2001|G|92|NCFY|97
0099785|Home Alone|1990|PG|103|CF|98
1951266|The Hunger Games: Mockingjay - Part 2|2015|PG-13|137|S|99
0234215|Matrix Reloaded, The|2003|R|138|AST|100
1324999|The Twilight Saga: Breaking Dawn - Part 1|2011|PG-13|117|V|101
0290002|Meet the Fockers|2004|PG-13|115|C|102
1119646|The Hangover|2009|R|100|CM|103
1454468|Gravity|2013|PG-13|91|S|104
2709692|The Grinch|2018|PG|85|NFY|105
3470600|Sing|2016|PG|108|N|106
1453405|Monsters University|2013|G|104|N|107
0126029|Shrek|2001|PG|90|VNCFYR|108
3469046|Despicable Me 3|2017|PG|90|N|109
0295297|Harry Potter and the Chamber of Secrets|2002|PG|161|VFYM|110
0948470|The Amazing Spider-Man|2012|PG-13|136|A|111
0317705|The Incredibles|2004|PG|115|AVNCFS|112
0170016|How the Grinch Stole Christmas|2000|PG|104|CFY|113
0073195|Jaws|1975|PG|124|VHT|114
1843866|Captain America: The Winter Soldier|2014|PG-13|136|A|115
1170358|The Hobbit: The Desolation of Smaug|2013|PG-13|161|V|116
1490017|The Lego Movie|2014|PG|100|N|117
0796366|Star Trek|2009|PG-13|127|AVS|118
0480249|I Am Legend|2007|PG-13|101|DHST|119
0878804|The Blind Side|2009|PG-13|129|D|120
2310332|The Hobbit: The Battle of the Five Armies|2014|PG-13|144|V|121
1411697|The Hangover Part II|2011|R|102|C|122
1323594|Despicable Me|2010|PG|95|NCF|123
0096895|Batman|1989|PG-13|126|AYT|124
0477347|Night at the Museum|2006|PG|108|AVCFY|125
0119654|Men in Black|1997|PG-13|98|ACS|126
0304141|Harry Potter and the Prisoner of Azkaban|2004|PG|141|VFY|127
3521164|Moana|2016|PG|107|N|128
0082971|Raiders of the Lost Ark|1981|PG|115|AV|129
0120363|Toy Story 2|1999|G|92|NCFY|130
2109248|Transformers: Age of Extinction|2014|PG-13|165|A|131
0317219|Cars|2006|G|124|NCF|132
0315327|Bruce Almighty|2003|PG-13|101|CYR|133
0087332|Ghostbusters|1984|PG|105|ACYS|134
0117998|Twister|1996|PG-13|113|ADT|135
0259446|My Big Fat Greek Wedding|2002|PG|96|CR|136
1587310|Maleficent|2014|PG|97|A|137
1298650|Pirates of the Caribbean: On Stranger Tides|2011|PG-13|137|AVY|138
0892791|Shrek Forever After|2010|PG|93|VNCFY|139
1905041|Fast and Furious 6|2013|PG-13|130|A|140
1217209|Brave|2012|PG|93|N|141
1623205|Oz the Great and Powerful|2013|PG|130|V|142
0086960|Beverly Hills Cop|1984|R|105|AC|143
0376994|X-Men: The Last Stand|2006|PG-13|104|AVST|144
0407304|War of the Worlds|2005|PG-13|116|AVST|145
3183660|Fantastic Beasts and Where to Find Them|2016|PG-13|133|V|146
1877832|X-Men: Days of Future Past|2014|PG-13|131|A|147
0162222|Cast Away|2000|PG-13|143|VD|148
0070047|Exorcist, The|1973|R|122|DH|149
1211837|Doctor Strange|2016|PG-13|109|A|150
0119567|Lost World: Jurassic Park, The|1997|PG-13|129|AVHST|151
0974015|Justice League|2017|PG-13|0|AVYS|152
1408101|Star Trek Into Darkness|2013|PG-13|132|A|153
3659388|The Martian|2015|PG-13|151|V|154
0286106|Signs|2002|PG-13|106|DHST|155
0448157|Hancock|2008|PG-13|92|ACDYT|156
0440963|The Bourne Ultimatum|2007|PG-13|111|AVMT|157
3315342|Logan|2017|R|122|A|158
0266915|Rush Hour 2|2001|PG-13|90|ACT|159
4630562|The Fate of the Furious|2017|PG-13|149|A|160
0910970|WALL-E|2008|G|98|VNCFRS|161
2245084|Big Hero 6|2014|PG|102|N|162
4912910|Mission: Impossible - Fallout|2018|PG-13|147|AVT|163
0465234|National Treasure: Book of Secrets|2007|PG|124|AVCMT|164
1231580|Alvin and the Chipmunks: The Squeakquel|2009|PG|88|NCFY|165
0107614|Mrs. Doubtfire|1993|PG-13|125|CD|166
0101414|Beauty and the Beast|1991|G|84|NFLR|167
1637725|Ted|2012|R|106|C|168
0360717|King Kong|2005|PG-13|187|AVDT|169
0099653|Ghost|1990|PG-13|128|DYRT|170
0892769|How to Train Your Dragon|2010|PG|98|VNCFY|171
0382625|The Da Vinci Code|2006|PG-13|149|DMT|172
0103639|Aladdin|1992|G|90|NCFYL|173
0952640|Alvin and the Chipmunks|2007|PG|92|CFY|174
0120815|Saving Private Ryan|1998|R|170|ADW|175
5095030|Ant-Man and the Wasp|2018|PG-13|118|AVS|176
1727824|Bohemian Rhapsody|2018|PG-13|134|D|177
1277953|Madagascar 3: Europe's Most Wanted|2012|PG|93|N|178
0441773|Kung Fu Panda|2008|PG|92|ANCF|179
0120755|Mission: Impossible II|2000|PG-13|123|AT|180
1517451|A Star Is Born|2018|R|136|DR|181
0290334|X2: X-Men United|2003|PG-13|133|AYST|182
1482459|Dr. Seuss' The Lorax|2012|PG|86|N|183
3778644|Solo: A Star Wars Story|2018|PG-13|135|AVYS|184
1270797|Venom|2018|PG-13|112|AST|185
0295178|Austin Powers in Goldmember|2002|PG-13|94|AVC|186
0416449|300|2006|R|117|ADW|187
0088763|Back to the Future|1985|PG|111|VCS|188
1596343|Fast Five|2011|PG-13|130|AT|189
2380307|Coco|2017|PG|105|NVCFYM|190
1229238|Mission: Impossible - Ghost Protocol|2011|PG-13|133|A|191
0396269|Wedding Crashers|2005|R|119|CR|192
0988045|Sherlock Holmes|2009|PG-13|128|AVMT|193
2103281|Dawn of the Planet of the Apes|2014|PG-13|130|A|194
0372784|Batman Begins|2005|PG-13|141|AVYT|195
0367594|Charlie and the Chocolate Factory|2005|PG|115|VCFY|196
0382932|Ratatouille|2007|G|110|NCF|197
1981115|Thor: The Dark World|2013|PG-13|112|A|198
0145660|Austin Powers: The Spy Who Shagged Me|1999|PG-13|95|AC|199
0103064|Terminator 2: Judgment Day|1991|R|137|ADST|200
1872181|The Amazing Spider-Man 2|2014|PG-13|142|A|
0816711|World War Z|2013|PG-13|123|A|
0209163|Mummy Returns, The|2001|PG-13|130|AVY|
0120591|Armageddon|1998|PG-13|144|AST|
1661199|Cinderella|2015|PG|105|D|
0398286|Tangled|2010|PG|100|NCFYLR|
0831387|Godzilla|2014|PG-13|123|A|
0348150|Superman Returns|2006|PG-13|154|AVYS|
2379713|Spectre|2015|PG-13|148|A|
0031381|Gone with the Wind|1939|G|238|DRW|
0213149|Pearl Harbor|2001|PG-13|183|ADRW|
0892782|Monsters vs Aliens|2009|PG|94|ANFS|
0366548|Happy Feet|2006|PG|109|NVCFL|
0097576|Indiana Jones and the Last Crusade|1989|PG-13|127|AV|
1080016|Ice Age: Dawn of the Dinosaurs|2009|PG|94|AVNCFR|
0438097|Ice Age: The Meltdown|2006|PG|91|VNCF|
2381249|Mission: Impossible - Rogue Nation|2015|PG-13|131|A|
0351283|Madagascar|2005|PG|86|VNCF|
1099212|Twilight|2008|PG-13|122|DYRT|
0114709|Toy Story|1995|G|81|NCFY|
2294449|22 Jump Street|2014|R|112|A|
1216475|Cars 2|2011|G|106|VNCF|
1291150|Teenage Mutant Ninja Turtles|2014|PG-13|101|A|
0120912|Men in Black II|2002|PG-13|88|ACS|
1772341|Wreck-It Ralph|2012|PG|108|N|
0077631|Grease|1978|PG|110|CLR|
0816692|Interstellar|2014|PG-13|169|V|
0172495|Gladiator|2000|R|155|AD|
0481499|The Croods|2013|PG|98|N|
1515091|Sherlock Holmes: A Game of Shadows|2011|PG-13|129|A|
0319262|The Day After Tomorrow|2004|PG-13|124|AVDST|
0356910|Mr. and Mrs. Smith|2005|PG-13|120|ACRT|
0029583|Snow White and the Seven Dwarfs|1937|G|83|NFL|
2848292|Pitch Perfect 2|2015|PG-13|115|C|
0099348|Dances with Wolves|1990|PG-13|180|VDE|
0112462|Batman Forever|1995|PG-13|122|AVYRT|
0106977|Fugitive, The|1993|PG-13|130|AMT|
0240772|Ocean's Eleven|2001|PG-13|116|CT|
0338348|The Polar Express|2004|G|99|VNFY|
0462538|The Simpsons Movie|2007|PG-13|87|NC|
0207201|What Women Want|2000|PG-13|127|CYR|
0177971|Perfect Storm, The|2000|PG-13|129|AVDT|
0443272|Lincoln|2012|PG-13|150|D|
0119528|Liar Liar|1997|PG-13|86|CY|
0163025|Jurassic Park III|2001|PG-13|92|AVHST|
0800369|Thor|2011|PG-13|115|AVY|
0117060|Mission: Impossible|1996|PG-13|110|AVT|
0133152|Planet of the Apes|2001|PG-13|119|AS|
0479952|Madagascar: Escape 2 Africa|2008|PG|89|AVNCF|
0458525|X-Men Origins: Wolverine|2009|PG-13|107|AYST|
0087469|Indiana Jones and the Temple of Doom|1984|PG|118|AV|
0092099|Top Gun|1986|PG|110|ADR|
1409024|Men in Black 3|2012|PG-13|106|A|
0100405|Pretty Woman|1990|R|119|CR|
0386588|Hitch|2005|PG-13|118|CR|
1078912|Night at the Museum: Battle of the Smithsonian|2009|PG|105|AVCFY|
0084805|Tootsie|1982|PG|119|CR|
1318514|Rise of the Planet of the Apes|2011|PG-13|105|ADST|
0458339|Captain America: The First Avenger|2011|PG-13|124|AVST|
1155076|The Karate Kid|2010|PG|140|ADF|
0129387|There's Something About Mary|1998|R|119|CR|
0268380|Ice Age|2002|PG|81|VNCF|
0372183|The Bourne Supremacy|2004|PG-13|108|AVDMT|
0090555|Crocodile Dundee|1986|PG-13|98|VC|
0104431|Home Alone 2: Lost in New York|1992|PG|120|CF|
0319343|Elf|2003|PG|95|CFY|
0368891|National Treasure|2004|PG|131|AV|
0095953|Rain Man|1988|R|133|CD|
0118571|Air Force One|1997|R|124|ADT|
0112384|Apollo 13|1995|PG|140|D|
1104001|TRON: Legacy|2010|PG|127|AVST|
0133093|Matrix, The|1999|R|136|AST|
0120855|Tarzan|1999|G|88|VNF|
1403865|True Grit|2010|PG-13|110|VDE|
0268978|Beautiful Mind, A|2001|PG-13|135|DHM|
0299658|Chicago|2002|PG-13|113|CDL|
1454029|The Help|2011|PG-13|146|D|
1478338|Bridesmaids|2011|R|125|C|
0830515|Quantum of Solace|2008|PG-13|106|AVT|
0486946|Wild Hogs|2007|PG-13|100|AVC|
0094137|Three Men and a Baby|1987|PG|102|CF|
0381061|Casino Royale|2006|PG-13|144|AVT|
0212338|Meet the Parents|2000|PG-13|108|C|
1190080|2012|2009|PG-13|158|AVDST|
0102798|Robin Hood: Prince of Thieves|1991|PG-13|143|AVD|
1302011|Kung Fu Panda 2|2011|PG|91|AVNCF|
0212985|Hannibal|2001|R|131|HT|
0264464|Catch Me If You Can|2002|PG-13|141|DT|
1041829|The Proposal|2009|PG-13|108|CDR|
0142342|Big Daddy|1999|PG-13|93|C|
0059742|Sound of Music, The|1965|G|174|DFL|
0800320|Clash of the Titans|2010|PG-13|106|AVDY|
0103776|Batman Returns|1992|PG-13|126|AYRT|
0120623|A Bug's Life|1998|G|96|VNCF|
0454921|The Pursuit of Happyness|2006|PG-13|117|D|
1375670|Grown Ups|2010|PG-13|102|C|
0120484|Waterboy, The|1998|PG-13|90|C|
0307453|Shark Tale|2004|PG|90|NCF|
0246460|Die Another Day|2002|PG-13|132|AVT|
0070735|Sting, The|1973|PG|129|CD|
0106918|Firm, The|1993|R|154|DT|
0398165|The Longest Yard|2005|PG-13|113|ACD|
0120903|X-Men|2000|PG-13|104|AYST|
0175142|Scary Movie|2000|R|88|CH|
0093010|Fatal Attraction|1987|R|123|DHT|
0161081|What Lies Beneath|2000|PG-13|130|HMT|
0120616|The Mummy|1999|PG-13|124|AVCYH|
1013752|Fast and Furious|2009|PG-13|107|ADT|
0327084|Over the Hedge|2006|PG|83|VNCF|
0120667|Fantastic Four|2005|PG-13|106|AVYS|
0451079|Horton Hears a Who!|2008|G|88|VNCF|
0096438|Who Framed Roger Rabbit|1988|PG|103|ANCFYT|
0092644|Beverly Hills Cop II|1987|R|100|AC|
0116695|Jerry Maguire|1996|R|138|CDR|
0267913|Scooby-Doo|2002|PG|87|VCFYM|
0055254|One Hundred and One Dalmatians|1961|G|79|NCFT|
1000774|Sex and the City|2008|R|148|CDR|
0163187|Runaway Bride|1999|PG|116|CR|
0089880|Rambo: First Blood Part II|1985|R|94|AW|
0181852|Terminator 3: Rise of the Machines|2003|R|109|AST|
0478311|Knocked Up|2007|R|129|CDR|
0415306|Talladega Nights: The Ballad of Ricky Bobby|2006|PG-13|108|AC|
0087363|Gremlins|1984|PG|106|ACYH|
1205489|Gran Torino|2009|R|116|D|
0119822|As Good As It Gets|1997|PG-13|139|CDR|
0097733|Lethal Weapon 2|1989|R|113|ACT|
1114740|Paul Blart: Mall Cop|2009|PG|91|ACF|
0111503|True Lies|1994|R|144|AVCRT|
0275847|Lilo and Stitch|2002|PG|85|NCFS|
0252866|American Pie 2|2001|R|105|C|
0936501|Taken|2009|PG-13|93|ADT|
0111070|Santa Clause, The|1994|PG|97|CFY|
0343818|I, Robot|2004|PG-13|115|AST|
0104714|Lethal Weapon 3|1992|R|118|ACT|
0232500|Fast and the Furious, The|2001|PG-13|106|AT|
1046173|G.I. Joe: The Rise of Cobra|2009|PG-13|118|AVST|
0118998|Doctor Dolittle|1998|PG-13|85|CF|
0467406|Juno|2007|PG-13|96|CD|
0061852|Jungle Book, The|1967|G|78|NCFL|
0499448|The Chronicles of Narnia: Prince Caspian|2008|PG|144|AVDYT|
0077975|Animal House|1978|R|109|C|
0114148|Pocahontas|1995|G|81|NFLR|
0104257|Few Good Men, A|1992|R|138|DT|
0295701|XXX|2002|PG-13|124|AVT|
0120812|Rush Hour|1998|PG-13|97|ACT|
0185937|Blair Witch Project, The|1999|R|86|HMT|
0120647|Deep Impact|1998|PG-13|120|DST|
0097778|Look Who's Talking|1989|PG-13|93|CR|
0293564|Rush Hour 3|2007|PG-13|91|ACT|
0164912|Stuart Little|1999|PG|84|VCFY|
0073629|Rocky Horror Picture Show, The|1975|R|100|CHLS|
0105417|Sister Act|1992|PG|100|AC|
0795421|Mamma Mia!|2008|PG-13|108|CLR|
0242653|Matrix Revolutions, The|2003|R|129|AST|
0304669|Santa Clause 2, The|2002|G|105|CFYR|
0349205|Cheaper by the Dozen|2003|PG|98|CD|
0172156|Bad Boys II|2003|R|147|ACT|
0119217|Good Will Hunting|1997|R|126|D|
0091763|Platoon|1986|R|120|ADW|
0130623|Dinosaur|2000|PG|82|VNF|
0389860|Click|2006|PG-13|107|CDY|
0120689|Green Mile, The|1999|R|188|DY|
0117438|Ransom|1996|R|121|ADT|
0115433|101 Dalmatians|1996|G|103|VCF|
0120685|Godzilla|1998|PG-13|140|AST|
0371606|Chicken Little|2005|G|81|ANCFS|
0100758|Teenage Mutant Ninja Turtles|1990|PG|93|AFY|
0129290|Patch Adams|1998|PG-13|115|CD|
0068646|Godfather, The|1972|R|175|D|
0078346|Superman|1978|PG|143|AVS|
0117500|Rock, The|1996|R|136|ADT|
0305224|Anger Management|2003|PG-13|106|C|
0317919|Mission: Impossible III|2006|PG-13|126|AVT|
0332452|Troy|2004|R|163|AVDRW|
0305669|Bringing Down the House|2003|PG-13|105|C|
0286716|Hulk|2003|PG-13|138|ADS|
0181689|Minority Report|2002|PG-13|145|ADMST|
0146316|Lara Croft: Tomb Raider|2001|PG-13|100|AVY|
0102926|Silence of the Lambs, The|1991|R|118|HT|
0097523|Honey, I Shrunk the Kids|1989|PG|101|VCFS|
0109813|Flintstones, The|1994|PG|91|CFY|
0169547|American Beauty|1999|R|122|D|
0084434|Officer and a Gentleman, An|1982|R|122|DR|
0122151|Lethal Weapon 4|1998|R|127|ACT|
0076666|Saturday Night Fever|1977|PG|118|DR|
0405159|Million Dollar Baby|2004|PG-13|132|D|
0350258|Ray|2004|PG-13|152|D|
0338751|The Aviator|2004|PG-13|170|D|
0327056|Mystic River|2003|R|137|DM|
0340855|Monster|2003|R|109|D|
0159365|Cold Mountain|2003|R|152|DRW|
0253474|Pianist, The|2002|R|150|DW|
0274558|Hours, The|2002|PG-13|114|D|
0268126|Adaptation.|2002|R|114|CD|
0139654|Training Day|2001|R|120|DT|
0285742|Monster's Ball|2001|NC-17|111|DR|
0280778|Iris|2001|R|91|D|
0195685|Erin Brockovich|2000|R|130|D|
0181865|Traffic|2000|R|147|DT|
0183659|Pollock|2000|R|122|D|
0171804|Boys Don't Cry|1999|NC-17|118|D|
0124315|Cider House Rules, The|1999|PG-13|126|DR|
0172493|Girl, Interrupted|1999|R|127|D|
0138097|Shakespeare in Love|1998|R|122|CDR|
0118799|Vita e bella, La|1997|PG-13|122|CDRW|
0118564|Affliction|1997|R|114|D|
0119488|L.A. Confidential|1997|R|138|DMT|
0116209|English Patient, The|1996|R|160|DR|
0117631|Shine|1996|PG-13|105|DR|
0116282|Fargo|1996|R|98|CT|
0112573|Braveheart|1995|R|177|ADW|
0113627|Leaving Las Vegas|1995|R|111|DR|
0112818|Dead Man Walking|1995|R|122|D|
0114814|Usual Suspects, The|1995|R|106|MT|
0113819|Mighty Aphrodite|1995|R|98|C|
0109306|Blue Sky|1994|PG-13|101|DR|
0109707|Ed Wood|1994|R|127|CD|
0109348|Bullets Over Broadway|1994|R|98|CR|
0108052|Schindler's List|1993|R|197|DW|
0107818|Philadelphia|1993|PG-13|125|D|
0107822|Piano, The|1993|R|121|DR|
0105695|Unforgiven|1992|R|131|DE|
0105323|Scent of a Woman|1992|R|157|CD|
0104454|Howards End|1992|PG|140|D|
0104952|My Cousin Vinny|1992|R|120|C|
0101587|City Slickers|1991|PG-13|112|VCE|
0101889|Fisher King, The|1991|R|137|CDYR|
0100486|Reversal of Fortune|1990|R|111|D|
0100157|Misery|1990|R|107|DHT|
0099685|Goodfellas|1990|R|145|D|
0097239|Driving Miss Daisy|1989|PG|99|CD|
0097937|My Left Foot|1989|R|98|D|
0097441|Glory|1989|R|122|DW|
0096969|Born on the Fourth of July|1989|R|145|DW|
0094608|Accused, The|1988|R|111|DT|
0095159|Fish Called Wanda, A|1988|R|108|C|
0094606|Accidental Tourist, The|1988|PG|121|DR|
0093389|Last Emperor, The|1987|PG-13|160|D|
0094291|Wall Street|1987|R|125|D|
0093565|Moonstruck|1987|PG|102|CR|
0094226|Untouchables, The|1987|R|119|D|
0090863|Color of Money, The|1986|R|119|D|
0090830|Children of a Lesser God|1986|R|119|D|
0091167|Hannah and Her Sisters|1986|PG-13|103|CDR|
0089755|Out of Africa|1985|PG|150|DR|
0089424|Kiss of the Spider Woman|1985|R|120|D|
0090203|Trip to Bountiful, The|1985|PG|108|D|
0088933|Cocoon|1985|PG-13|117|VCDS|
0089841|Prizzi's Honor|1985|R|130|CDR|
0086879|Amadeus|1984|PG|160|D|
0087921|Places in the Heart|1984|PG|112|D|
0087553|Killing Fields, The|1984|R|141|DW|
0087892|Passage to India, A|1984|PG|163|D|
0086425|Terms of Endearment|1983|PG|132|CDR|
0086423|Tender Mercies|1983|PG|92|D|
0086617|Year of Living Dangerously, The|1982|PG|117|DR|
0083987|Gandhi|1982|PG|188|D|
0084707|Sophie's Choice|1982|R|150|D|
0082158|Chariots of Fire|1981|PG|123|D|
0082846|On Golden Pond|1981|PG|109|D|
0082031|Arthur|1981|PG|97|CR|
0082979|Reds|1981|PG|194|D|
0081283|Ordinary People|1980|R|124|D|
0081398|Raging Bull|1980|R|129|D|
0080549|Coal Miner's Daughter|1980|PG|125|D|
0081150|Melvin and Howard|1980|R|95|CD|
0079417|Kramer vs. Kramer|1979|PG|105|D|
0079638|Norma Rae|1979|PG|110|D|
0078841|Being There|1979|PG|130|CD|
0077416|Deer Hunter, The|1978|R|183|DW|
0077362|Coming Home|1978|R|126|DW|
0077289|California Suite|1978|PG|103|CD|
0075686|Annie Hall|1977|PG|93|CR|
0076095|Goodbye Girl, The|1977|PG|110|CR|
0076245|Julia|1977|PG|118|D|
0075148|Rocky|1976|PG|119|DR|
0074958|Network|1976|R|120|CD|
0074119|All the President's Men|1976|PG|138|DT|
0073486|One Flew Over the Cuckoo's Nest|1975|R|133|CD|
0073766|Sunshine Boys, The|1975|PG|111|C|
0073692|Shampoo|1975|R|109|CR|
0071562|Godfather: Part II, The|1974|R|200|D|
0071598|Harry and Tonto|1974|R|115|D|
0071115|Alice Doesn't Live Here Anymore|1974|PG|112|D|
0071877|Murder on the Orient Express|1974|PG|128|M|
0070640|Save the Tiger|1973|R|100|D|
0070819|Touch of Class, A|1973|PG|105|C|
0070509|Paper Chase, The|1973|PG|112|D|
0070510|Paper Moon|1973|PG|102|CD|
0068327|Cabaret|1972|PG|124|DLW|
0068326|Butterflies Are Free|1972|PG|109|CDR|
0067116|French Connection, The|1971|R|104|ADT|
0067309|Klute|1971|R|114|DMT|
0067328|Last Picture Show, The|1971|R|118|D|
0066206|Patton|1970|M|170|DW|
0066579|Women in Love|1969|R|131|DR|
0066319|Ryan's Daughter|1970|GP|187|DR|
0065377|Airport|1970|G|137|DT|
0064665|Midnight Cowboy|1969|R|113|D|
0065126|True Grit|1969|G|128|VE|
0064840|Prime of Miss Jean Brodie, The|1969|M|116|D|
0065088|They Shoot Horses, Don't They?|1969|M|120|D|
0064117|Cactus Flower|1969|M|103|C|
0063385|Oliver!|1968|G|153|DFL|
0062794|Charly|1968|PG|103|DS|
0062994|Funny Girl|1968|G|151|DLR|
0063654|Subject Was Roses, The|1968|G|107|D|
0063522|Rosemary's Baby|1968||136|DHT|
0061811|In the Heat of the Night|1967||109|DM|
0061735|Guess Who's Coming to Dinner|1967||108|CD|
0061512|Cool Hand Luke|1967||126|D|
0061418|Bonnie and Clyde|1967|M|111|DR|
0061722|Graduate, The|1967|PG|105|CDR|
0060665|Man for All Seasons, A|1966||120|D|
0061184|Who's Afraid of Virginia Woolf?|1966||134|DT|
0060424|Fortune Cookie, The|1966||125|CDR|
0059017|Cat Ballou|1965||97|CE|
0059084|Darling|1965||128|D|
0059798|Thousand Clowns, A|1965||118|CDR|
0059573|Patch of Blue, A|1965||105|D|
